id,axis,apriori,apriori_source,measured_ortho,measured_persp_1.0m,measured_persp_0.5m,measured_ortho_asym,measured_3d_frame_dependence,worst_measured,worst_over_apriori,disagrees,direction
margin_reflex_distance_2_l,pitch,0.001519224698779198,"cos(pitch), first order",0.0015192246987792118,0.0015213220227986244,0.0015209978979940936,0.0038326383401106217,0.0015192246987792118,0.0038326383401106217,2.52275936745263,True,a-priori too optimistic
eye_spacing_ratio,yaw,0.0001519224698779198,cosine cancels between same-plane terms,0.0,4.256552001272378e-05,7.82110327950869e-05,0.00038163536053216555,2.3592239273284576e-17,0.00038163536053216555,2.5120402586848143,True,a-priori too optimistic
margin_reflex_distance_2_r,pitch,0.001519224698779198,"cos(pitch), first order",0.001519224698779195,0.0015213498701664107,0.0015211092895124748,0.0036184125420206784,0.001519224698779195,0.0036184125420206784,2.381749417928976,True,a-priori too optimistic
nose_height,pitch,0.001519224698779198,"cos(pitch), first order",0.003276380710696801,0.0029890253018620755,0.0026894719543871974,0.003276380710696801,0.0,0.003276380710696801,2.156613642030438,True,a-priori too optimistic
face_height_sellion_menton,pitch,0.001519224698779198,"cos(pitch), first order",0.0015192246987791986,0.0017648346971165009,0.003265029535312888,0.0015192246987791986,0.0,0.003265029535312888,2.1491419524291335,True,a-priori too optimistic
submental_cervical_angle,roll,0.05,"unmeasured angle, conservative default",0.02489481025127276,0.05044059263544511,0.10086988993400467,0.02489481025127276,1.4210854715202005e-15,0.10086988993400467,2.017397798680093,True,a-priori too optimistic
chin_projection,roll,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0046565677119212445,0.009317843070802745,0.0,0.0,0.009317843070802745,1.863568614160549,False,a-priori too optimistic
mentocervical_angle,yaw,0.15,"unmeasured angle, conservative default",0.0010099008501995854,0.12116255654479602,0.24221629377031348,0.0010099008501995854,0.0,0.24221629377031348,1.61477529180209,False,a-priori too optimistic
nasal_dorsal_deviation,yaw,0.5,dorsal depth projected into apparent lateral deviation; roll cancels against the interpupillary axis,0.7908829548210008,0.7951761635505463,0.7996330386293081,0.7908829548210008,0.0,0.7996330386293081,1.5992660772586162,False,a-priori too optimistic
ramus_body_ratio_r,yaw,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.02113867205525124,0.026070809013588863,0.030012246225135302,0.020127956443065486,0.0,0.030012246225135302,1.5795919065860686,False,a-priori too optimistic
midface_projection,pitch,0.08,pitch swings the vertical span of the segment into the projected axis,0.1258949288085245,0.1258949288085245,0.1258949288085245,0.1258949288085245,0.1258949288085245,0.1258949288085245,1.573686610106556,False,a-priori too optimistic
mentolabial_angle,roll,0.05,"unmeasured angle, conservative default",0.055911273070560694,0.05556659905984489,0.07746581595005253,0.055911273070560694,0.0,0.07746581595005253,1.5493163190010506,False,a-priori too optimistic
nasofrontal_angle,roll,0.05,"unmeasured angle, conservative default",0.07414035084257904,0.0740778199032178,0.07389014118007538,0.07414035084257904,0.0,0.07414035084257904,1.4828070168515808,False,a-priori too optimistic
ramus_body_ratio_l,roll,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.006459807942139652,0.007328467398917534,0.007216470922507781,0.005310662673496384,0.0,0.007328467398917534,1.4656934797835068,False,a-priori too optimistic
nasolabial_angle,roll,0.05,"unmeasured angle, conservative default",0.07001272473205375,0.069869579816082,0.06944014580156761,0.07001272473205375,0.0,0.07001272473205375,1.4002544946410749,False,a-priori too optimistic
submental_cervical_angle,yaw,0.15,"unmeasured angle, conservative default",0.0245298321320206,0.10337062406748956,0.2066263766301958,0.0245298321320206,0.0,0.2066263766301958,1.3775091775346389,False,a-priori too optimistic
palpebral_fissure_height_r,pitch,0.001519224698779198,"cos(pitch), first order",0.001519224698779195,0.0015188709033021185,0.001511189745280429,0.0020307832350272034,0.0,0.0020307832350272034,1.3367234199516886,False,a-priori too optimistic
nasal_tip_rotation,roll,0.05,frame-referenced angle in the sagittal plane; pitch enters one for one,0.039599113156869946,0.03950598770815113,0.0650331191382243,0.039599113156869946,0.039599113156869946,0.0650331191382243,1.3006623827644859,False,a-priori too optimistic
ramus_body_ratio_r,roll,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.006459807942139652,0.004403641809388579,0.005252296143534213,0.005428072609428299,0.0,0.006459807942139652,1.2919615884279303,False,a-priori too optimistic
canthal_tilt_l,pitch,0.27,Vaca et al. 2022 pitch sweep; roll cancels against the interpupillary axis,0.3401601867041898,0.3425658204274242,0.3450892699161224,0.320869597718468,0.3401601867041898,0.3450892699161224,1.2781084070967494,False,a-priori too optimistic
canthal_tilt_r,pitch,0.27,Vaca et al. 2022 pitch sweep; roll cancels against the interpupillary axis,0.33905923373256314,0.3413418711981969,0.3437447553072989,0.2106461356758545,0.33905923373256314,0.3437447553072989,1.2731287233603663,False,a-priori too optimistic
palpebral_fissure_height_l,pitch,0.001519224698779198,"cos(pitch), first order",0.0015192246987792125,0.0015188773183162179,0.0015112154174145589,0.001895619859404477,1.6758083390568403e-17,0.001895619859404477,1.2477547665778068,False,a-priori too optimistic
facial_width_height_ratio,pitch,0.001519224698779198,"cos(yaw) on the width, 1/cos(pitch) on the height",0.001666002723902347,0.0016904049956082648,0.0018082345079980904,0.0016660146573179977,0.0,0.0018082345079980904,1.1902350649322195,False,a-priori too optimistic
gonial_angle_r,roll,1.15,mandibular yaw study; roll slope measured in evals/,1.146603724002815,1.2748843800677725,1.3485884840563394,1.09015789041569,1.4210854715202005e-15,1.3485884840563394,1.1726856383098605,False,a-priori too optimistic
upper_face_height,pitch,0.001519224698779198,"cos(pitch), first order",0.001615331885273768,0.001615194280256754,0.0017058703342346451,0.001615331885273768,0.0,0.0017058703342346451,1.1228558458833837,False,a-priori too optimistic
