id,distance_m,value,deviation
commissure_height_l,0.4,0.01784404225011639,-2.1599999999999895
commissure_height_l,0.5,0.010848918609417519,-1.7052631578947377
commissure_height_l,0.7,0.003076559008640617,-1.1999999999999889
commissure_height_l,1.0,-0.0026032422380808085,-0.8307692307692214
commissure_height_l,1.5,-0.0069352940364274945,-0.5491525423728839
commissure_height_l,2.0,-0.009073901886244342,-0.410126582278481
commissure_height_l,3.0,-0.011194538241524818,-0.2722689075630289
commissure_height_r,0.3,0.04530932358180069,nan
commissure_height_r,0.4,0.033226837293320544,nan
commissure_height_r,0.5,0.026231713652621703,nan
commissure_height_r,0.7,0.0184593540518445,nan
commissure_height_r,1.0,0.012779552805123162,nan
commissure_height_r,1.5,0.008447501006776442,nan
commissure_height_r,2.0,0.006308893156959744,nan
commissure_height_r,3.0,0.004188256801678954,nan
upper_lip_projection,0.3,7.30327868852459,0.0
upper_lip_projection,0.4,7.30327868852459,0.0
upper_lip_projection,0.5,7.30327868852459,0.0
upper_lip_projection,0.7,7.30327868852459,0.0
upper_lip_projection,1.0,7.30327868852459,0.0
upper_lip_projection,1.5,7.30327868852459,0.0
upper_lip_projection,2.0,7.30327868852459,0.0
upper_lip_projection,3.0,7.30327868852459,0.0
nasal_dorsal_deviation,0.3,0.0,0.0
nasal_dorsal_deviation,0.4,0.0,0.0
nasal_dorsal_deviation,0.5,0.0,0.0
nasal_dorsal_deviation,0.7,0.0,0.0
nasal_dorsal_deviation,1.0,0.0,0.0
nasal_dorsal_deviation,1.5,0.0,0.0
nasal_dorsal_deviation,2.0,0.0,0.0
nasal_dorsal_deviation,3.0,0.0,0.0
alar_base_intercanthal_ratio,0.3,0.9053819444444444,0.034722222222222196
alar_base_intercanthal_ratio,0.4,0.8975515463917526,0.025773195876288697
alar_base_intercanthal_ratio,0.5,0.8929303278688524,0.02049180327868846
alar_base_intercanthal_ratio,0.7,0.8877180232558141,0.014534883720930354
alar_base_intercanthal_ratio,1.0,0.8838562753036439,0.010121457489878694
alar_base_intercanthal_ratio,1.5,0.880880376344086,0.00672043010752686
alar_base_intercanthal_ratio,2.0,0.8794014084507041,0.005030181086519013
alar_base_intercanthal_ratio,3.0,0.8779283801874164,0.0033467202141901353
nasal_tip_rotation,0.3,32.47119229084849,0.0
nasal_tip_rotation,0.4,32.47119229084849,0.0
nasal_tip_rotation,0.5,32.47119229084849,0.0
nasal_tip_rotation,0.7,32.47119229084849,0.0
nasal_tip_rotation,1.0,32.47119229084849,0.0
nasal_tip_rotation,1.5,32.47119229084849,0.0
nasal_tip_rotation,2.0,32.47119229084849,0.0
nasal_tip_rotation,3.0,32.47119229084849,0.0
midface_projection,0.3,8.0,0.0
midface_projection,0.4,8.0,0.0
midface_projection,0.5,8.0,0.0
midface_projection,0.7,8.0,0.0
midface_projection,1.0,8.0,0.0
midface_projection,1.5,8.0,0.0
midface_projection,2.0,8.0,0.0
midface_projection,3.0,8.0,0.0
chin_height,0.3,27.073972741361768,0.0
chin_height,0.4,27.073972741361768,0.0
chin_height,0.5,27.073972741361768,0.0
chin_height,0.7,27.073972741361768,0.0
chin_height,1.0,27.073972741361768,0.0
chin_height,1.5,27.073972741361768,0.0
chin_height,2.0,27.073972741361768,0.0
chin_height,3.0,27.073972741361768,0.0
labiomental_sulcus_depth,0.3,-5.58284023668639,-0.0
labiomental_sulcus_depth,0.4,-5.58284023668639,-0.0
labiomental_sulcus_depth,0.5,-5.58284023668639,-0.0
labiomental_sulcus_depth,0.7,-5.58284023668639,-0.0
labiomental_sulcus_depth,1.0,-5.58284023668639,-0.0
labiomental_sulcus_depth,1.5,-5.58284023668639,-0.0
labiomental_sulcus_depth,2.0,-5.58284023668639,-0.0
labiomental_sulcus_depth,3.0,-5.58284023668639,-0.0
ramus_body_ratio_l,0.3,1.5155230535539537,-0.26847757906533015
ramus_body_ratio_l,0.4,1.6371559884087448,-0.20976701127705988
ramus_body_ratio_l,0.5,1.7163232692794936,-0.1715540386498352
ramus_body_ratio_l,0.7,1.8122644428550774,-0.12524453554017115
ramus_body_ratio_l,1.0,1.8876781350784702,-0.08884336923820675
ramus_body_ratio_l,1.5,1.9480447990540897,-0.05970519936897302
ramus_body_ratio_l,2.0,1.9786788555779429,-0.04491855581457273
ramus_body_ratio_l,3.0,2.0095464271937953,-0.030019197692734187
ramus_body_ratio_r,0.3,2.5491293385534224,0.2304301545537703
ramus_body_ratio_r,0.4,2.4821325094589644,0.19809169391525025
ramus_body_ratio_r,0.5,2.4185267256560725,0.16739004484179906
ramus_body_ratio_r,0.7,2.330083298442177,0.12469960219920888
ramus_body_ratio_r,1.0,2.256137843502475,0.08900713411846473
ramus_body_ratio_r,1.5,2.1957993426780424,0.059882558220295486
ramus_body_ratio_r,2.0,2.165047628745664,0.04503912303074092
ramus_body_ratio_r,3.0,2.1340550322586074,0.030079417099447527
